Time [s],Channel 0,Channel 1
5.413534800,0,1
5.413538800,1,1
5.413543850,0,1
5.413544850,0,0
5.413549000,1,0
5.413554050,0,0
5.413555250,0,1
5.413559250,1,1
5.413564300,0,1
5.413565300,0,0
5.413569450,1,0
5.413574500,0,0
5.413579700,1,0
5.413584750,0,0
5.413589900,1,0
5.413594950,0,0
5.413600150,1,0
5.413605200,0,0
5.413606400,0,1
5.413610350,1,1
5.413615400,0,1
5.413616100,0,0
5.413620600,1,0
5.413625650,0,0
5.413626500,0,1
5.413630800,1,1
5.413635850,0,1
5.413641000,1,1
5.413646050,0,1
5.413651250,1,1
5.413656300,0,1
5.413661450,1,1
5.413666500,0,1
5.413671700,1,1
5.413676750,0,1
5.413681900,1,1
5.413686950,0,1
5.413692150,1,1
5.413697200,0,1
5.413702350,1,1
5.413707400,0,1
5.413712550,1,1
5.413717650,0,1
5.413718650,0,0
5.413722800,1,0
5.413729000,1,1
5.414123850,1,0
5.414129850,0,0
5.414131000,0,1
5.414135000,1,1
5.414140050,0,1
5.414141050,0,0
5.414145250,1,0
5.414150300,0,0
5.414151450,0,1
5.414155450,1,1
5.414160500,0,1
5.414161500,0,0
5.414165700,1,0
5.414170750,0,0
5.414175900,1,0
5.414180950,0,0
5.414186150,1,0
5.414191200,0,0
5.414196350,1,0
5.414201400,0,0
5.414206550,1,0
5.414211600,0,0
5.414216800,1,0
5.414221850,0,0
5.414227000,1,0
5.414232050,0,0
5.414237250,1,0
5.414242300,0,0
5.414247450,1,0
5.414252500,0,0
5.414257700,1,0
5.414262750,0,0
5.414263950,0,1
5.414267900,1,1
5.414272950,0,1
5.414273950,0,0
5.414278150,1,0
5.414283200,0,0
5.414288350,1,0
5.414293400,0,0
5.414298550,1,0
5.414303600,0,0
5.414308800,1,0
5.414313850,0,0
5.414314750,0,1
5.414319000,1,1
5.414326050,1,0
